loan_id,cust_id,loan_reason,requested_amount,payback_amount,installment,cat_number_accounts,cat_number_loans_accounts
200498,7501,Car,7000,8890.08,185.21,2,1
200495,7502,Car,10000,12700.079999999998,352.78,3,0
200492,7503,Financial,2000,5520.0,115.0,1,1
200489,7504,Car,2000,6350.039999999999,176.39,1,0
200486,7505,Car,7000,8890.08,370.42,1,0
200483,7506,Personal,10000,13200.12,366.67,1,0
200480,7507,Financial,10000,13800.0,575.0,1,2
200477,7508,Personal,10000,13200.0,220.0,3,0
200474,7509,Car,10000,15240.24,211.67,1,2
200471,7510,Personal,10000,13200.0,220.0,1,1
200468,7511,Car,7000,8890.08,185.21,1,1
200465,7512,Car,15000,19050.12,529.17,1,0
200462,7513,Car,15000,19050.239999999998,396.88,1,2
200459,7514,Financial,5000,6899.76,95.83,1,2
200456,7515,Car,10000,12700.079999999998,176.39,1,0
200453,7516,Car,25000,31750.08,661.46,1,0
200450,7517,Car,10000,12700.079999999998,176.39,2,1
200447,7518,Housing,10000,11499.84,319.44,1,0
200444,7519,Car,25000,31750.08,661.46,1,0
200441,7520,Financial,10000,13800.0,575.0,1,0
200438,7521,Car,15000,19050.239999999998,396.88,1,0
200435,7522,Housing,7000,8049.960000000001,223.61,2,0
200432,7523,Car,7000,8889.84,123.47,1,0
200426,7525,Financial,10000,13800.24,191.67,1,0
200423,7526,Car,7000,8889.84,246.94,3,0
200420,7527,Car,15000,19050.12,529.17,1,1
200414,7529,Personal,7000,9239.76,128.33,2,1
200411,7530,Car,12000,15240.24,211.67,1,1
200408,7531,Personal,10000,13200.0,275.0,1,2
200405,7532,Car,12000,15240.0,635.0,2,0
200402,7533,Car,15000,19050.12,529.17,2,2
200399,7534,Car,7000,8890.08,185.21,1,0
200396,7535,Car,7000,8890.08,185.21,1,1
200393,7536,Financial,7000,9660.24,134.17,2,0
200387,7538,Financial,10000,13800.0,575.0,1,0
200381,7540,Car,5000,6349.92,132.29,1,0
200378,7541,Car,10000,12700.199999999999,211.67,2,1
200375,7542,Car,7000,8890.199999999999,148.17,1,0
200372,7543,Car,7000,8889.84,123.47,2,1
200366,7545,Personal,12000,15840.0,330.0,2,1
200363,7546,Housing,4000,4600.08,63.89,1,1
200360,7547,Car,10000,19050.12,529.17,1,0
200354,7549,Housing,10000,11499.84,319.44,1,0
200351,7550,Car,12000,15239.88,423.33,1,1
200348,7551,Car,5000,6350.039999999999,176.39,2,0
200345,7552,Car,4000,5080.32,70.56,1,0
200342,7553,Personal,5000,6599.88,183.33,1,0
200339,7554,Car,10000,12699.84,264.58,1,0
200333,7556,Housing,7000,8050.08,167.71,2,0
200330,7557,Financial,12000,16560.0,345.0,1,2
200327,7558,Car,4000,5080.32,70.56,2,0
200324,7559,Car,7000,8889.84,246.94,1,1
200321,7560,Personal,5000,6600.0,110.0,1,0
200318,7561,Housing,10000,28750.32,399.31,1,2
200315,7562,Housing,7000,8049.960000000001,223.61,1,1
200309,7564,Car,12000,15240.24,211.67,1,0
200306,7565,Car,2000,5080.08,211.67,2,0
200303,7566,Car,10000,12700.079999999998,176.39,2,0
200300,7567,Financial,10000,13800.0,287.5,1,0
200297,7568,Financial,10000,13800.0,287.5,1,0
200294,7569,Personal,12000,15840.0,660.0,1,0
200291,7570,Financial,7000,9660.0,201.25,2,0
200288,7571,Car,5000,6349.92,132.29,1,0
200282,7573,Car,7000,8889.84,123.47,3,0
200279,7574,Housing,10000,13800.0,230.0,1,0
200276,7575,Car,7000,8890.08,185.21,1,0
200273,7576,Car,4000,5079.84,105.83,2,1
200270,7577,Car,15000,19050.12,529.17,3,1
200267,7578,Car,5000,6349.68,88.19,2,0
200264,7579,Car,15000,19049.76,264.58,3,0
200261,7580,Financial,7000,9659.88,268.33,1,1
200258,7581,Financial,7000,9660.0,201.25,1,0
200255,7582,Car,7000,8889.84,246.94,1,1
200252,7583,Car,10000,12700.079999999998,352.78,1,1
200249,7584,Housing,7000,8049.960000000001,223.61,1,1
200246,7585,Car,15000,19050.0,793.75,1,0
200243,7586,Car,10000,31749.840000000004,881.94,1,0
200240,7587,Personal,7000,9240.0,154.0,2,0
200237,7588,Car,20000,25399.8,423.33,2,0
200234,7589,Car,15000,19050.239999999998,396.88,1,0
200231,7590,Housing,15000,17249.760000000002,239.58,2,1
200228,7591,Housing,12000,13799.88,383.33,1,0
200225,7592,Car,15000,19050.12,529.17,1,0
200222,7593,Personal,5000,6600.0,137.5,1,0
200219,7594,Housing,25000,28750.08,598.96,1,1
200216,7595,Car,10000,12699.84,264.58,1,0
200207,7598,Personal,12000,15840.0,440.0,3,0
200204,7599,Car,25000,31749.840000000004,440.97,1,0
200201,7600,Personal,7000,9239.76,128.33,2,0
200198,7601,Housing,7000,8050.199999999999,134.17,1,2
200195,7602,Car,4000,5079.960000000001,141.11,1,0
200192,7603,Housing,10000,11499.84,239.58,1,1
200189,7604,Housing,25000,28750.2,479.17,3,0
200186,7605,Car,5000,6349.92,132.29,1,2
200183,7606,Personal,5000,6599.88,183.33,1,0
200180,7607,Car,25000,31750.08,661.46,1,0
200177,7608,Car,5000,6349.92,264.58,1,1
200174,7609,Personal,10000,13200.12,366.67,1,0
200171,7610,Personal,10000,13199.76,183.33,1,0
200168,7611,Housing,15000,17250.12,479.17,1,2
200165,7612,Car,7000,8889.84,246.94,1,0
200162,7613,Personal,7000,9240.12,256.67,1,0
200159,7614,Car,25000,31749.840000000004,440.97,1,0
200156,7615,Personal,7000,9240.12,256.67,1,0
200153,7616,Financial,10000,13799.88,383.33,1,0
200150,7617,Personal,12000,15840.0,660.0,1,0
200147,7618,Personal,10000,13199.76,183.33,1,0
200144,7619,Financial,10000,13800.0,230.0,2,0
200141,7620,Personal,10000,13200.12,366.67,1,0
200138,7621,Personal,10000,13200.0,220.0,1,0
200135,7622,Financial,7000,9659.88,268.33,1,0
200132,7623,Car,7000,8889.84,123.47,1,0
200129,7624,Personal,10000,13199.76,183.33,1,0
200126,7625,Housing,15000,17249.760000000002,239.58,1,1
200123,7626,Financial,7000,9659.88,268.33,1,0
200120,7627,Financial,4000,5520.24,76.67,1,0
200117,7628,Financial,10000,13800.0,287.5,1,0
200114,7629,Personal,7000,9240.0,154.0,2,0
200111,7630,Housing,7000,8050.199999999999,134.17,1,0
200108,7631,Housing,4000,4600.2,76.67,3,1
200105,7632,Car,15000,19049.76,264.58,1,0
200102,7633,Housing,10000,11499.84,319.44,2,0
200099,7634,Personal,10000,13199.76,183.33,2,0
200096,7635,Housing,5000,5749.92,119.79,1,0
200093,7636,Car,20000,25400.159999999996,529.17,1,2
200090,7637,Financial,7000,9660.0,201.25,1,0
200087,7638,Housing,7000,8049.960000000001,223.61,2,0
200084,7639,Housing,12000,13799.88,383.33,1,0
200081,7640,Car,10000,12700.079999999998,352.78,1,0
200078,7641,Personal,15000,19800.0,550.0,1,2
200075,7642,Personal,25000,33000.0,687.5,1,2
200072,7643,Housing,12000,13800.24,191.67,2,0
200069,7644,Car,5000,6349.92,132.29,1,1
200066,7645,Personal,7000,9240.12,256.67,2,0
200063,7646,Financial,15000,20700.0,575.0,2,1
200060,7647,Housing,4000,4600.2,76.67,3,0
200057,7648,Housing,7000,8049.960000000001,223.61,1,0
200054,7649,Car,25000,31749.840000000004,881.94,1,0
200051,7650,Car,10000,12699.84,264.58,1,1
200048,7651,Housing,15000,17250.12,479.17,2,0
200042,7653,Car,5000,6349.8,105.83,2,0
200039,7654,Financial,15000,20700.0,575.0,1,0
200036,7655,Housing,7000,8049.960000000001,223.61,1,0
200033,7656,Housing,7000,8049.960000000001,223.61,1,0
200024,7659,Financial,10000,13800.0,287.5,1,0
200021,7660,Housing,7000,8050.08,167.71,1,2
200018,7661,Personal,12000,15840.0,660.0,1,0
200015,7662,Car,15000,19050.239999999998,396.88,1,0
200012,7663,Financial,25000,34500.0,718.75,1,0
200009,7664,Housing,7000,8049.960000000001,223.61,1,1
200006,7665,Car,25000,31750.08,661.46,1,0
200003,7666,Personal,12000,15840.0,660.0,3,0
200000,7667,Car,7000,8889.84,123.47,2,0
199994,7669,Personal,15000,19800.0,412.5,1,0
199991,7670,Personal,15000,19800.0,412.5,2,0
199988,7671,Financial,7000,9660.0,201.25,1,0
199985,7672,Personal,10000,13200.0,275.0,1,0
199982,7673,Car,10000,12700.079999999998,352.78,1,2
199979,7674,Car,12000,15240.0,254.0,1,0
199976,7675,Housing,7000,8050.08,167.71,1,1
199973,7676,Housing,7000,8050.08,167.71,1,0
199970,7677,Housing,7000,8050.199999999999,134.17,2,0
199967,7678,Personal,7000,9240.0,192.5,1,0
199964,7679,Car,10000,12700.079999999998,529.17,1,0
199961,7680,Personal,12000,15840.0,330.0,2,0
199958,7681,Car,15000,19050.239999999998,396.88,1,1
199955,7682,Car,10000,12700.079999999998,352.78,1,0
199952,7683,Car,25000,31749.840000000004,881.94,3,0
199949,7684,Car,10000,12700.079999999998,176.39,1,1
199943,7686,Housing,10000,11499.84,319.44,1,2
199940,7687,Housing,12000,13800.0,287.5,1,0
199937,7688,Personal,10000,13199.76,183.33,1,2
199934,7689,Car,5000,6349.92,132.29,3,0
199931,7690,Housing,15000,17250.0,718.75,1,0
199922,7693,Car,25000,31749.840000000004,440.97,2,0
199919,7694,Car,12000,15240.0,317.5,2,1
199916,7695,Housing,7000,8050.08,167.71,1,0
199913,7696,Car,7000,8890.08,185.21,1,0
199910,7697,Car,7000,8889.84,246.94,2,2
199907,7698,Car,25000,31749.840000000004,881.94,2,2
199904,7699,Housing,10000,11499.84,239.58,1,0
199901,7700,Housing,5000,5749.92,159.72,2,0
199898,7701,Car,4000,5080.08,211.67,2,0
199895,7702,Car,10000,12699.84,264.58,1,0
199892,7703,Car,12000,15240.0,317.5,1,0
199889,7704,Financial,2000,5519.88,153.33,1,0
199886,7705,Financial,20000,27599.76,383.33,1,0
199883,7706,Personal,7000,9239.76,128.33,1,0
199880,7707,Personal,7000,9240.12,256.67,1,0
199877,7708,Car,12000,15240.0,317.5,1,0
199874,7709,Car,10000,12699.84,264.58,1,0
199871,7710,Car,4000,5080.08,211.67,2,0
199868,7711,Personal,15000,19800.0,550.0,1,0
199865,7712,Personal,10000,13199.76,183.33,1,0
199862,7713,Personal,5000,6599.88,183.33,1,0
199859,7714,Car,10000,12700.199999999999,211.67,1,0
199856,7715,Car,15000,19049.76,264.58,1,0
199853,7716,Housing,12000,13799.88,383.33,1,0
199850,7717,Car,25000,31749.840000000004,440.97,2,0
199847,7718,Financial,4000,5520.0,92.0,1,1
199838,7721,Car,7000,8889.84,246.94,2,1
199835,7722,Personal,2000,6599.88,183.33,1,0
199832,7723,Car,10000,12700.079999999998,176.39,1,0
199829,7724,Car,10000,12699.84,264.58,1,0
199826,7725,Car,10000,12700.079999999998,176.39,1,1
199823,7726,Housing,4000,4600.08,191.67,1,0
199820,7727,Personal,10000,19800.0,550.0,1,1
199817,7728,Car,10000,12700.079999999998,352.78,1,0
199814,7729,Personal,7000,9239.76,128.33,1,0
199811,7730,Car,15000,19050.0,793.75,1,1
199808,7731,Personal,12000,15840.0,330.0,1,0
199805,7732,Housing,25000,28750.32,399.31,1,0
199799,7734,Personal,10000,13200.0,550.0,1,0
199796,7735,Financial,10000,34500.24,479.17,1,0
199790,7737,Personal,20000,26400.0,550.0,1,0
199784,7739,Car,10000,12700.079999999998,352.78,3,1
199781,7740,Housing,10000,11499.84,319.44,3,0
199778,7741,Housing,12000,13800.24,191.67,1,0
199775,7742,Personal,10000,13200.12,366.67,1,0
199769,7744,Car,25000,31749.840000000004,881.94,1,1
199766,7745,Car,15000,19050.239999999998,396.88,3,0
199763,7746,Housing,15000,17249.760000000002,239.58,1,0
199757,7748,Housing,4000,4599.84,95.83,1,0
199754,7749,Personal,15000,19800.0,330.0,2,0
199751,7750,Personal,15000,19800.0,412.5,2,0
199745,7752,Housing,12000,13800.24,191.67,2,0
199742,7753,Housing,7000,8050.199999999999,134.17,1,0
199739,7754,Car,10000,15240.24,211.67,3,0
199736,7755,Car,12000,15240.0,317.5,1,1
199730,7757,Car,4000,5079.84,105.83,1,0
199727,7758,Car,10000,12700.079999999998,529.17,1,0
199724,7759,Financial,10000,13800.24,191.67,1,0
199721,7760,Car,15000,19050.12,529.17,2,1
199718,7761,Car,10000,12700.079999999998,352.78,2,0
199715,7762,Car,15000,19049.76,264.58,1,0
199712,7763,Car,25000,31750.08,661.46,1,1
199706,7765,Car,7000,8889.84,246.94,1,2
199703,7766,Car,20000,25400.159999999996,529.17,3,0
199697,7768,Car,10000,12700.079999999998,176.39,1,0
199694,7769,Housing,7000,8050.32,111.81,3,0
199691,7770,Car,10000,12700.079999999998,352.78,1,0
199685,7772,Housing,10000,11499.84,159.72,1,0
199682,7773,Housing,10000,11500.199999999999,191.67,1,0
199679,7774,Housing,10000,17249.760000000002,239.58,1,0
199676,7775,Car,25000,31750.08,661.46,1,0
199673,7776,Financial,12000,16560.0,460.0,1,1
199661,7780,Personal,4000,5279.76,73.33,1,0
199655,7782,Personal,4000,5280.0,110.0,1,2
199652,7783,Car,15000,19050.0,793.75,1,0
199649,7784,Car,10000,12699.84,264.58,1,0
199646,7785,Personal,15000,19800.0,412.5,1,0
199643,7786,Financial,10000,13800.0,287.5,2,1
199640,7787,Financial,10000,20700.0,862.5,1,0
199637,7788,Car,25000,31749.840000000004,440.97,1,0
199631,7790,Car,25000,31749.840000000004,881.94,3,1
199628,7791,Housing,10000,11499.84,239.58,1,2
199625,7792,Car,15000,19049.76,264.58,1,0
199622,7793,Personal,7000,9240.0,192.5,1,0
199610,7797,Personal,10000,13200.0,275.0,1,0
199607,7798,Car,10000,12700.079999999998,352.78,1,0
199604,7799,Financial,10000,13799.88,383.33,1,0
199601,7800,Personal,7000,9239.76,128.33,1,1
199598,7801,Financial,25000,34500.0,718.75,2,0
199595,7802,Housing,15000,17250.0,287.5,1,0
199592,7803,Housing,10000,34500.0,575.0,1,0
199589,7804,Car,7000,8890.08,185.21,1,2
199586,7805,Personal,10000,13200.0,550.0,1,1
199583,7806,Personal,15000,19800.0,412.5,3,0
199580,7807,Financial,7000,9659.88,268.33,1,0
199571,7810,Car,7000,8889.84,246.94,1,2
199568,7811,Personal,4000,5279.76,73.33,1,2
199565,7812,Personal,4000,5280.0,110.0,1,2
199562,7813,Car,7000,8890.08,370.42,1,0
199559,7814,Housing,15000,17250.12,479.17,1,0
199556,7815,Car,15000,19050.12,529.17,1,0
199553,7816,Car,12000,15240.24,211.67,1,2
199550,7817,Housing,15000,17250.12,479.17,1,0
199547,7818,Car,15000,19050.239999999998,396.88,1,0
199544,7819,Personal,10000,33000.0,687.5,1,0
199541,7820,Car,10000,12700.079999999998,176.39,2,0
199538,7821,Personal,4000,5280.0,110.0,1,0
199535,7822,Personal,10000,13200.0,275.0,2,0
199532,7823,Car,5000,6349.68,88.19,2,0
199529,7824,Housing,10000,11499.84,319.44,1,0
199526,7825,Housing,10000,11499.84,319.44,1,0
199523,7826,Personal,10000,13200.0,275.0,2,2
199520,7827,Personal,7000,9240.12,256.67,2,1
199517,7828,Car,10000,12700.199999999999,211.67,1,0
199514,7829,Housing,10000,11499.84,319.44,1,0
199511,7830,Financial,7000,9659.88,268.33,2,0
199508,7831,Car,15000,19050.12,529.17,1,1
199505,7832,Personal,10000,13199.76,183.33,1,1
199502,7833,Personal,5000,6600.0,137.5,3,0
199499,7834,Financial,10000,13800.0,287.5,1,0
199496,7835,Housing,7000,8050.08,167.71,1,1
199493,7836,Housing,7000,8050.08,167.71,1,1
199487,7838,Personal,15000,19800.0,550.0,1,0
199484,7839,Car,5000,6350.039999999999,176.39,1,0
199481,7840,Personal,10000,13200.12,366.67,3,0
199478,7841,Housing,15000,17250.239999999998,359.38,1,0
199475,7842,Car,7000,8889.84,123.47,1,0
199472,7843,Personal,7000,9240.0,154.0,2,0
199469,7844,Car,5000,6349.92,132.29,2,0
199466,7845,Car,15000,19049.76,264.58,3,1
199463,7846,Housing,10000,22999.8,383.33,1,0
199460,7847,Financial,10000,20700.0,575.0,1,1
199457,7848,Financial,10000,13799.88,383.33,1,1
199454,7849,Personal,7000,9240.0,192.5,2,0
199448,7851,Financial,15000,20700.0,431.25,3,0
199445,7852,Financial,4000,5520.0,115.0,1,0
199442,7853,Housing,7000,8050.08,335.42,2,0
199439,7854,Personal,10000,19800.0,275.0,1,1
199436,7855,Financial,10000,13800.0,230.0,1,0
199433,7856,Car,10000,12700.079999999998,529.17,3,0
199427,7858,Personal,25000,33000.0,550.0,1,0
199424,7859,Car,15000,19050.12,529.17,1,0
199418,7861,Car,10000,12700.079999999998,176.39,1,0
199415,7862,Personal,7000,9240.0,192.5,1,0
199409,7864,Housing,7000,8050.199999999999,134.17,1,0
199406,7865,Housing,7000,8050.08,167.71,2,1
199400,7867,Financial,15000,20700.0,575.0,3,0
199397,7868,Car,4000,5079.960000000001,141.11,1,1
199394,7869,Housing,10000,11499.84,239.58,1,0
199391,7870,Personal,10000,13200.0,275.0,2,2
199388,7871,Personal,25000,32999.76,458.33,1,0
199385,7872,Car,12000,15240.24,211.67,1,0
199382,7873,Car,10000,12700.079999999998,352.78,1,0
199379,7874,Personal,20000,26400.0,550.0,1,0
199370,7877,Housing,7000,8049.960000000001,223.61,2,2
199367,7878,Car,10000,12700.199999999999,211.67,1,1
199361,7880,Car,5000,6349.92,132.29,1,0
199358,7881,Personal,5000,6600.0,110.0,1,1
199355,7882,Housing,15000,17249.760000000002,239.58,1,0
199352,7883,Car,5000,6350.039999999999,176.39,1,0
199349,7884,Personal,10000,13200.12,366.67,1,0
199346,7885,Car,15000,19050.239999999998,396.88,1,0
199343,7886,Housing,5000,5749.92,79.86,1,0
199340,7887,Car,15000,19049.76,264.58,2,0
199337,7888,Personal,15000,19800.0,412.5,2,0
199334,7889,Personal,20000,26399.88,733.33,3,0
199331,7890,Financial,12000,16560.0,460.0,1,0
199328,7891,Personal,7000,9240.0,192.5,1,0
199325,7892,Personal,7000,9239.76,128.33,2,0
199322,7893,Personal,7000,9240.0,192.5,1,0
199319,7894,Personal,4000,5280.12,146.67,1,0
199316,7895,Housing,10000,11499.84,239.58,1,0
199313,7896,Car,10000,12700.079999999998,352.78,2,0
199310,7897,Car,10000,12699.84,264.58,2,1
199307,7898,Housing,4000,4599.84,95.83,1,2
199304,7899,Car,2000,5080.32,70.56,1,0
199301,7900,Housing,15000,17250.239999999998,359.38,1,0
199298,7901,Car,7000,8890.08,185.21,1,2
199295,7902,Personal,7000,9240.12,256.67,2,0
199286,7905,Car,12000,15239.88,423.33,1,0
199280,7907,Personal,10000,13200.12,366.67,1,0
199277,7908,Housing,7000,8049.960000000001,223.61,1,0
199274,7909,Housing,5000,5749.92,159.72,1,0
199271,7910,Personal,7000,9239.76,128.33,1,0
199268,7911,Financial,10000,13800.24,191.67,1,0
199265,7912,Car,7000,8889.84,246.94,1,0
199262,7913,Car,7000,8890.08,370.42,2,0
199259,7914,Car,15000,19050.239999999998,396.88,1,0
199256,7915,Car,10000,12700.079999999998,529.17,3,0
199253,7916,Personal,10000,13200.0,275.0,2,0
199250,7917,Financial,7000,9660.0,201.25,1,0
199247,7918,Car,12000,15240.24,211.67,1,0
199244,7919,Housing,12000,13800.24,191.67,2,0
199241,7920,Housing,15000,17250.12,479.17,1,0
199238,7921,Car,10000,12700.079999999998,352.78,1,0
199235,7922,Car,15000,19050.0,317.5,1,1
199232,7923,Car,5000,6350.039999999999,176.39,1,0
199229,7924,Car,15000,19050.12,529.17,1,0
199226,7925,Car,10000,12700.199999999999,211.67,3,0
199223,7926,Financial,10000,13800.0,287.5,1,0
199220,7927,Car,7000,8889.84,246.94,1,0
199217,7928,Housing,15000,17250.12,479.17,1,0
199214,7929,Housing,10000,11499.84,239.58,1,2
199211,7930,Personal,4000,5280.12,146.67,2,0
199208,7931,Car,4000,5080.08,211.67,1,0
199205,7932,Personal,15000,19800.0,550.0,1,0
199202,7933,Car,20000,25400.159999999996,352.78,1,0
199199,7934,Financial,12000,16560.0,460.0,1,0
199196,7935,Housing,10000,23000.16,479.17,1,0
199193,7936,Personal,10000,13200.0,275.0,1,2
199190,7937,Personal,7000,9240.0,192.5,1,0
199187,7938,Personal,10000,19800.0,550.0,1,0
199184,7939,Car,10000,12700.079999999998,352.78,1,0
199181,7940,Financial,10000,13800.24,191.67,1,0
199175,7942,Personal,20000,26399.88,733.33,2,0
199172,7943,Car,7000,8890.08,185.21,1,0
199169,7944,Personal,10000,13200.0,550.0,1,0
199166,7945,Car,10000,12700.079999999998,176.39,1,0
199163,7946,Personal,7000,9240.12,256.67,1,0
199160,7947,Housing,15000,17250.239999999998,359.38,1,1
199157,7948,Car,7000,8889.84,246.94,2,0
199154,7949,Housing,15000,17250.12,479.17,1,0
199151,7950,Car,7000,8890.08,185.21,1,1
199148,7951,Car,12000,15240.24,211.67,1,0
199139,7954,Personal,10000,13200.12,366.67,1,0
199136,7955,Car,10000,12699.84,264.58,2,0
199133,7956,Car,10000,12700.079999999998,176.39,2,0
199130,7957,Car,20000,25400.159999999996,529.17,1,1
199127,7958,Housing,12000,13799.88,383.33,1,0
199124,7959,Car,7000,8890.08,370.42,1,0
199121,7960,Financial,20000,27600.12,766.67,1,1
199118,7961,Car,25000,31750.08,661.46,1,0
199115,7962,Financial,10000,13800.24,191.67,2,1
199112,7963,Housing,15000,17250.12,479.17,1,0
199109,7964,Car,7000,8889.84,246.94,1,0
199103,7966,Financial,12000,16560.0,276.0,3,1
199100,7967,Car,15000,19050.12,529.17,1,0
199097,7968,Housing,12000,13799.88,383.33,1,0
199094,7969,Housing,10000,11499.84,319.44,1,1
199091,7970,Personal,25000,33000.0,687.5,2,2
199088,7971,Car,12000,15240.0,254.0,2,0
199085,7972,Car,12000,15240.24,211.67,1,0
199082,7973,Car,15000,19049.76,264.58,1,0
199079,7974,Housing,10000,11499.84,239.58,1,1
199076,7975,Financial,15000,20700.0,287.5,1,0
199073,7976,Housing,10000,28750.08,598.96,2,0
199070,7977,Car,10000,12699.84,264.58,1,0
199067,7978,Car,7000,8890.08,185.21,1,0
199064,7979,Housing,10000,11499.84,319.44,1,0
199061,7980,Car,5000,6349.8,105.83,1,0
199058,7981,Car,7000,8889.84,246.94,1,0
199055,7982,Personal,10000,13200.12,366.67,1,0
199052,7983,Financial,7000,9660.0,201.25,1,0
199049,7984,Housing,7000,8049.960000000001,223.61,2,2
199046,7985,Personal,25000,32999.76,458.33,1,0
199043,7986,Car,10000,12700.199999999999,211.67,1,0
199040,7987,Car,5000,6350.039999999999,176.39,1,2
199037,7988,Car,25000,31749.840000000004,881.94,1,0
199034,7989,Personal,15000,19800.0,275.0,2,0
199031,7990,Car,10000,12700.199999999999,211.67,1,1
199028,7991,Financial,10000,13800.24,191.67,2,1
199025,7992,Car,10000,12700.079999999998,176.39,1,0
199019,7994,Car,10000,12700.079999999998,529.17,1,0
199016,7995,Financial,7000,9659.88,268.33,1,0
199013,7996,Personal,10000,13200.12,366.67,1,0
199010,7997,Financial,10000,13800.0,575.0,2,0
199007,7998,Personal,10000,13200.0,275.0,1,1
199004,7999,Car,10000,12700.079999999998,176.39,1,1
199001,8000,Car,7000,8890.08,185.21,2,0
198998,8001,Personal,7000,9240.0,192.5,2,0
198995,8002,Financial,12000,16560.0,460.0,2,0
198992,8003,Car,7000,8890.199999999999,148.17,1,0
198989,8004,Car,15000,19050.239999999998,396.88,1,0
198986,8005,Financial,10000,13800.0,287.5,2,1
198983,8006,Housing,7000,8050.32,111.81,1,0
198980,8007,Housing,7000,8049.960000000001,223.61,1,0
198977,8008,Car,10000,12699.84,264.58,1,0
198974,8009,Housing,25000,28749.96,798.61,1,2
198971,8010,Car,5000,6349.68,88.19,1,0
198968,8011,Personal,10000,13200.0,220.0,2,0
