loan_id,cust_id,date,loan_reason,loan_term,requested_amount,installment,number_loans_accounts,number_accounts
209318,4561,2018-09-01,Housing,48,10000,239.58,0,1
209315,4562,2016-08-01,Personal,48,25000,687.5,0,2
209312,4563,2016-11-01,Housing,48,7000,167.71,0,1
209309,4564,2016-04-01,Financial,48,15000,431.25,0,1
209306,4565,2018-11-01,Car,24,15000,793.75,0,1
209303,4566,2016-04-01,Car,72,25000,440.97,1,2
209300,4567,2018-10-01,Housing,48,10000,239.58,1,3
209297,4568,2018-01-01,Housing,48,10000,718.75,0,1
209294,4569,2016-05-01,Housing,60,7000,134.17,2,1
209291,4570,2016-09-01,Car,48,20000,529.17,0,2
209288,4571,2018-04-01,Personal,36,30000,1100.0,0,1
209285,4572,2016-12-01,Car,60,7000,148.17,0,2
209282,4573,2016-11-01,Personal,48,30000,825.0,0,1
209279,4574,2018-03-01,Financial,36,7000,268.33,0,4
209276,4575,2018-11-01,Housing,72,12000,191.67,0,1
209273,4576,2016-05-01,Car,36,15000,529.17,1,2
209270,4577,2018-12-01,Car,60,12000,254.0,0,1
209267,4578,2018-07-01,Financial,48,15000,431.25,0,1
209264,4579,2017-05-01,Car,36,7000,246.94,1,1
209261,4580,2016-07-01,Housing,36,12000,383.33,0,1
209258,4581,2017-08-01,Car,48,12000,317.5,0,1
209255,4582,2018-01-01,Financial,72,7000,134.17,1,2
209252,4583,2017-05-01,Car,72,12000,211.67,3,2
209249,4584,2016-08-01,Housing,36,15000,479.17,0,1
209246,4585,2018-11-01,Financial,36,5000,191.67,0,2
209243,4586,2018-08-01,Car,72,10000,176.39,1,1
209240,4587,2016-06-01,Personal,72,5000,91.67,0,1
209237,4588,2017-09-01,Housing,60,7000,134.17,1,2
209234,4589,2016-05-01,Car,48,25000,661.46,0,1
209231,4590,2016-09-01,Personal,72,10000,183.33,1,2
209228,4591,2017-02-01,Financial,36,4000,153.33,1,1
209225,4592,2018-09-01,Personal,48,10000,275.0,0,1
209222,4593,2018-10-01,Car,48,25000,661.46,0,1
209219,4594,2018-05-01,Housing,72,10000,159.72,0,1
209216,4595,2016-01-01,Car,60,5000,105.83,2,1
209213,4596,2018-07-01,Financial,72,50000,958.33,0,1
209210,4597,2017-03-01,Financial,60,10000,230.0,0,2
209207,4598,2016-03-01,Car,36,5000,176.39,0,2
209204,4599,2017-05-01,Personal,36,25000,916.67,0,2
209201,4600,2016-06-01,Personal,36,15000,550.0,1,1
209198,4601,2016-10-01,Financial,72,10000,230.0,0,1
209195,4602,2017-01-01,Housing,36,25000,798.61,1,3
209192,4603,2018-01-01,Personal,60,10000,220.0,1,1
209189,4604,2017-07-01,Personal,36,12000,440.0,0,2
209186,4605,2018-04-01,Housing,60,7000,134.17,0,1
209183,4606,2018-02-01,Car,36,7000,246.94,0,1
209180,4607,2018-10-01,Car,72,10000,176.39,1,1
209177,4608,2017-09-01,Financial,24,12000,690.0,0,1
209174,4609,2016-08-01,Housing,36,7000,223.61,0,1
209171,4610,2016-08-01,Car,24,12000,635.0,1,1
209168,4611,2017-07-01,Car,48,10000,264.58,0,4
209165,4612,2017-10-01,Car,60,10000,211.67,1,1
209162,4613,2016-09-01,Financial,48,30000,862.5,0,2
209159,4614,2018-08-01,Car,24,7000,370.42,0,3
209156,4615,2018-02-01,Car,36,10000,352.78,0,1
209153,4616,2017-01-01,Housing,36,5000,159.72,1,1
209150,4617,2018-08-01,Housing,48,30000,718.75,0,3
209147,4618,2017-01-01,Personal,24,25000,1375.0,0,1
209144,4619,2018-09-01,Housing,60,30000,575.0,1,1
209141,4620,2018-11-01,Personal,48,15000,412.5,1,1
209138,4621,2017-01-01,Car,72,4000,70.56,0,2
209135,4622,2016-01-01,Car,72,5000,88.19,0,1
209132,4623,2018-06-01,Housing,36,10000,958.33,1,1
209129,4624,2017-10-01,Car,36,15000,529.17,0,2
209126,4625,2018-05-01,Housing,48,7000,167.71,0,1
209123,4626,2017-02-01,Personal,48,7000,192.5,3,1
209120,4627,2018-12-01,Car,72,15000,264.58,0,2
209117,4628,2018-06-01,Financial,48,15000,431.25,0,1
209114,4629,2016-01-01,Personal,36,10000,366.67,0,2
209111,4630,2017-10-01,Personal,72,10000,183.33,0,2
209108,4631,2018-12-01,Car,72,5000,88.19,1,1
209105,4632,2016-07-01,Financial,72,5000,95.83,2,1
209102,4633,2016-06-01,Car,60,50000,1058.33,1,2
209099,4634,2017-05-01,Car,36,10000,352.78,0,1
209096,4635,2016-08-01,Housing,48,25000,598.96,0,1
209093,4636,2017-10-01,Personal,72,7000,128.33,0,1
209090,4637,2018-06-01,Housing,36,10000,319.44,1,1
209087,4638,2017-03-01,Car,72,10000,176.39,0,1
209084,4639,2016-05-01,Car,36,25000,881.94,0,1
209081,4640,2017-11-01,Personal,24,10000,550.0,0,2
209078,4641,2018-07-01,Car,72,15000,264.58,1,1
209075,4642,2016-04-01,Personal,60,10000,220.0,0,1
209072,4643,2017-12-01,Housing,36,10000,638.89,0,1
209069,4644,2017-03-01,Financial,24,10000,862.5,0,1
209066,4645,2016-05-01,Car,48,7000,185.21,1,2
209063,4646,2017-08-01,Financial,48,7000,201.25,1,1
209060,4647,2018-02-01,Car,36,7000,246.94,0,1
209057,4648,2017-06-01,Car,48,15000,396.88,1,2
209054,4649,2016-09-01,Financial,48,7000,201.25,0,1
209051,4650,2017-09-01,Personal,36,4000,146.67,0,3
209048,4651,2017-09-01,Car,36,12000,423.33,0,1
209045,4652,2017-01-01,Financial,36,5000,191.67,0,3
209042,4653,2016-06-01,Housing,36,7000,223.61,0,1
209039,4654,2016-12-01,Car,36,7000,246.94,1,1
209036,4655,2018-04-01,Car,36,5000,176.39,1,1
209033,4656,2017-03-01,Car,24,7000,370.42,0,1
209030,4657,2017-12-01,Car,48,10000,264.58,0,1
209027,4658,2017-04-01,Housing,36,15000,479.17,0,2
209024,4659,2017-06-01,Financial,36,10000,383.33,0,1
209021,4660,2017-02-01,Car,72,5000,88.19,0,1
209018,4661,2017-05-01,Car,48,12000,317.5,0,1
209015,4662,2018-01-01,Personal,48,12000,330.0,0,1
209012,4663,2018-11-01,Car,60,7000,148.17,0,1
209009,4664,2017-10-01,Personal,72,4000,73.33,0,2
209006,4665,2018-02-01,Car,36,10000,705.56,1,1
209003,4666,2018-05-01,Housing,36,10000,319.44,0,2
209000,4667,2018-06-01,Housing,36,20000,638.89,0,1
208997,4668,2017-09-01,Financial,36,7000,268.33,1,1
208994,4669,2016-02-01,Car,72,12000,211.67,0,1
208991,4670,2017-10-01,Personal,36,20000,733.33,0,2
208988,4671,2018-12-01,Housing,48,15000,359.38,1,1
208985,4672,2018-06-01,Housing,60,10000,479.17,4,1
208982,4673,2016-08-01,Housing,36,12000,383.33,0,1
208979,4674,2017-03-01,Financial,36,25000,958.33,1,1
208976,4675,2016-11-01,Car,72,25000,440.97,0,3
208973,4676,2018-01-01,Housing,48,50000,1197.92,0,1
208970,4677,2018-07-01,Housing,60,10000,191.67,0,1
208967,4678,2018-05-01,Personal,36,7000,256.67,0,1
208964,4679,2016-11-01,Car,36,10000,352.78,1,1
208961,4680,2016-09-01,Financial,36,15000,575.0,0,1
208958,4681,2017-10-01,Financial,36,25000,958.33,0,1
208955,4682,2016-10-01,Personal,24,25000,1375.0,0,1
208952,4683,2017-02-01,Personal,72,15000,275.0,1,1
208949,4684,2016-04-01,Personal,24,10000,550.0,0,1
208946,4685,2017-12-01,Car,48,10000,264.58,1,1
208943,4686,2018-12-01,Car,72,12000,211.67,1,1
208940,4687,2016-03-01,Housing,24,7000,335.42,1,2
208937,4688,2018-04-01,Housing,36,10000,319.44,1,1
208934,4689,2017-09-01,Car,48,25000,661.46,0,4
208931,4690,2018-11-01,Car,48,7000,185.21,0,1
208928,4691,2016-12-01,Financial,24,12000,690.0,0,1
208925,4692,2018-05-01,Car,48,10000,396.88,0,1
208922,4693,2016-08-01,Financial,48,25000,718.75,0,1
208919,4694,2018-07-01,Personal,72,12000,220.0,0,1
208916,4695,2017-03-01,Car,48,12000,317.5,2,1
208913,4696,2016-06-01,Car,72,30000,529.17,0,2
208910,4697,2017-07-01,Housing,60,7000,134.17,0,1
208907,4698,2018-08-01,Personal,36,15000,550.0,0,1
208904,4699,2018-04-01,Housing,48,7000,167.71,0,1
208901,4700,2016-05-01,Financial,48,5000,143.75,0,1
208898,4701,2018-05-01,Housing,36,25000,798.61,0,5
208895,4702,2016-08-01,Personal,48,7000,192.5,0,1
208892,4703,2018-03-01,Housing,48,12000,287.5,0,1
208889,4704,2016-05-01,Personal,60,10000,220.0,0,1
208886,4705,2018-10-01,Housing,48,10000,239.58,1,1
208883,4706,2018-12-01,Car,36,4000,141.11,0,1
208880,4707,2016-08-01,Car,36,10000,529.17,0,1
208877,4708,2017-01-01,Car,36,10000,352.78,2,1
208874,4709,2018-11-01,Personal,48,30000,825.0,0,1
208871,4710,2016-11-01,Housing,36,10000,319.44,0,1
208868,4711,2017-02-01,Personal,36,20000,733.33,1,1
208865,4712,2017-01-01,Financial,72,4000,76.67,0,2
208862,4713,2018-05-01,Car,48,12000,317.5,3,1
208859,4714,2017-03-01,Housing,36,12000,383.33,0,1
208856,4715,2017-01-01,Car,72,10000,176.39,2,1
208853,4716,2017-11-01,Car,24,7000,370.42,0,1
208850,4717,2017-05-01,Housing,60,5000,95.83,0,1
208847,4718,2016-10-01,Car,24,15000,793.75,1,1
208844,4719,2016-12-01,Personal,48,7000,192.5,0,1
208841,4720,2016-06-01,Financial,24,7000,402.5,0,1
208838,4721,2018-03-01,Car,48,10000,264.58,2,1
208835,4722,2018-04-01,Car,72,12000,211.67,0,1
208832,4723,2017-11-01,Housing,36,10000,319.44,1,1
208829,4724,2017-09-01,Personal,36,10000,366.67,0,1
208826,4725,2018-04-01,Financial,24,10000,862.5,0,1
208823,4726,2018-03-01,Personal,24,12000,660.0,1,1
208820,4727,2018-09-01,Car,48,25000,661.46,0,2
208817,4728,2016-05-01,Car,36,10000,352.78,1,1
208814,4729,2017-11-01,Financial,72,50000,958.33,1,1
208811,4730,2016-06-01,Financial,36,2000,153.33,0,1
208808,4731,2017-02-01,Personal,48,7000,192.5,0,2
208805,4732,2017-03-01,Personal,60,30000,660.0,0,1
208802,4733,2017-11-01,Housing,48,15000,359.38,0,1
208799,4734,2016-10-01,Housing,48,12000,287.5,0,1
208796,4735,2016-09-01,Car,36,25000,881.94,0,1
208793,4736,2016-02-01,Financial,72,10000,479.17,0,1
208790,4737,2018-11-01,Car,24,12000,635.0,2,2
208787,4738,2017-01-01,Housing,72,7000,111.81,0,1
208784,4739,2016-12-01,Housing,24,20000,958.33,1,1
208781,4740,2016-05-01,Personal,24,12000,660.0,0,1
208778,4741,2016-10-01,Housing,72,2000,79.86,0,1
208775,4742,2018-11-01,Car,24,15000,793.75,0,2
208772,4743,2016-08-01,Car,48,10000,264.58,0,1
208769,4744,2018-05-01,Personal,36,12000,440.0,0,1
208766,4745,2018-06-01,Car,72,10000,440.97,0,3
208763,4746,2016-08-01,Housing,48,7000,167.71,0,1
208760,4747,2017-02-01,Car,60,7000,148.17,0,2
208757,4748,2018-03-01,Car,24,15000,793.75,0,2
208754,4749,2018-02-01,Car,48,15000,396.88,0,1
208751,4750,2018-05-01,Car,60,15000,317.5,0,1
208748,4751,2018-10-01,Car,48,7000,185.21,0,1
208745,4752,2018-02-01,Housing,36,12000,383.33,0,1
208742,4753,2016-11-01,Personal,48,30000,825.0,1,1
208739,4754,2016-07-01,Car,36,15000,529.17,0,1
208736,4755,2018-10-01,Housing,48,25000,598.96,0,2
208733,4756,2018-10-01,Personal,72,5000,91.67,0,1
208730,4757,2016-02-01,Car,24,5000,264.58,0,1
208727,4758,2017-06-01,Personal,72,15000,275.0,0,1
208724,4759,2017-12-01,Car,24,7000,370.42,2,1
208721,4760,2018-11-01,Car,36,7000,246.94,1,1
208718,4761,2018-06-01,Housing,36,10000,479.17,0,1
208715,4762,2017-12-01,Car,72,10000,176.39,0,3
208712,4763,2018-01-01,Car,36,10000,881.94,0,2
208709,4764,2016-06-01,Housing,72,10000,159.72,1,2
208706,4765,2017-04-01,Car,48,7000,185.21,0,1
208703,4766,2016-02-01,Housing,48,10000,239.58,0,1
208700,4767,2018-01-01,Car,72,10000,211.67,1,1
208697,4768,2018-07-01,Car,36,15000,529.17,0,1
208694,4769,2016-05-01,Housing,72,7000,111.81,2,1
208691,4770,2018-08-01,Financial,72,4000,76.67,0,1
208688,4771,2018-11-01,Car,36,10000,352.78,0,1
208685,4772,2018-01-01,Car,72,25000,440.97,0,2
208682,4773,2018-04-01,Housing,72,10000,159.72,1,1
208679,4774,2018-02-01,Car,48,4000,105.83,0,2
208676,4775,2018-12-01,Financial,48,10000,287.5,0,3
208673,4776,2016-05-01,Car,48,10000,264.58,0,2
208670,4777,2018-07-01,Car,36,10000,352.78,0,1
208667,4778,2018-04-01,Housing,72,10000,159.72,0,3
208664,4779,2017-08-01,Housing,60,25000,479.17,0,1
208661,4780,2018-03-01,Housing,36,25000,798.61,0,1
208658,4781,2016-04-01,Housing,36,4000,127.78,0,1
208655,4782,2017-09-01,Car,60,5000,105.83,2,2
208652,4783,2018-12-01,Car,36,10000,352.78,0,1
208649,4784,2018-01-01,Personal,48,15000,412.5,1,1
208646,4785,2017-04-01,Financial,60,10000,230.0,0,1
208643,4786,2016-04-01,Car,36,2000,141.11,0,1
208640,4787,2016-06-01,Housing,60,25000,479.17,2,1
208637,4788,2018-10-01,Car,36,30000,1058.33,1,3
208634,4789,2018-07-01,Housing,36,5000,159.72,0,1
208631,4790,2017-10-01,Car,24,10000,529.17,0,1
208628,4791,2018-07-01,Personal,36,20000,733.33,0,1
208625,4792,2016-04-01,Financial,48,10000,287.5,0,1
208622,4793,2018-08-01,Car,48,10000,264.58,0,1
208619,4794,2018-03-01,Housing,48,4000,95.83,0,1
208616,4795,2018-02-01,Personal,48,15000,412.5,0,1
208613,4796,2017-11-01,Financial,48,30000,862.5,0,1
208610,4797,2018-01-01,Personal,36,12000,440.0,0,1
208607,4798,2016-07-01,Housing,24,7000,335.42,0,1
208604,4799,2018-12-01,Car,36,7000,246.94,0,1
208601,4800,2017-04-01,Car,48,2000,132.29,0,3
208598,4801,2017-12-01,Personal,36,10000,366.67,2,1
208595,4802,2018-11-01,Car,36,7000,246.94,1,2
208592,4803,2018-02-01,Housing,36,10000,319.44,0,2
208589,4804,2017-07-01,Housing,36,12000,383.33,0,1
208586,4805,2018-04-01,Personal,36,7000,256.67,1,1
208583,4806,2016-10-01,Personal,60,25000,550.0,1,1
208580,4807,2018-07-01,Personal,36,10000,366.67,0,1
208577,4808,2017-05-01,Personal,36,7000,256.67,0,1
208574,4809,2018-08-01,Personal,48,12000,330.0,0,1
208571,4810,2017-08-01,Housing,48,12000,287.5,0,3
208568,4811,2017-06-01,Car,60,15000,317.5,1,1
208565,4812,2018-02-01,Personal,36,10000,366.67,0,1
208562,4813,2018-11-01,Car,24,4000,211.67,0,1
208559,4814,2016-10-01,Car,60,10000,211.67,3,1
208556,4815,2016-09-01,Car,72,10000,176.39,0,1
208553,4816,2016-12-01,Personal,36,10000,366.67,0,1
208550,4817,2018-07-01,Car,36,7000,246.94,0,2
208547,4818,2016-01-01,Personal,48,15000,412.5,0,1
208544,4819,2017-07-01,Personal,72,20000,366.67,2,1
208541,4820,2016-03-01,Car,36,10000,352.78,0,1
208538,4821,2018-03-01,Financial,36,10000,383.33,0,1
208535,4822,2017-12-01,Housing,48,12000,287.5,0,1
208532,4823,2017-12-01,Housing,72,30000,479.17,0,1
208529,4824,2018-12-01,Car,48,10000,264.58,1,1
208526,4825,2016-03-01,Car,36,7000,246.94,2,2
208523,4826,2018-04-01,Financial,48,10000,287.5,0,3
208520,4827,2016-03-01,Housing,72,12000,191.67,0,1
208517,4828,2018-10-01,Housing,72,10000,159.72,0,1
208514,4829,2017-10-01,Personal,48,7000,192.5,0,1
208511,4830,2018-06-01,Housing,36,7000,223.61,0,1
208508,4831,2018-12-01,Car,36,25000,881.94,0,1
208505,4832,2017-10-01,Housing,48,10000,239.58,1,1
208502,4833,2018-11-01,Housing,60,12000,230.0,3,1
208499,4834,2017-09-01,Car,48,7000,185.21,0,1
208496,4835,2016-10-01,Personal,36,10000,366.67,0,1
208493,4836,2017-11-01,Car,72,25000,440.97,0,2
208490,4837,2018-04-01,Car,36,15000,529.17,0,1
208487,4838,2018-09-01,Personal,48,25000,687.5,0,1
208484,4839,2018-12-01,Personal,72,7000,128.33,2,1
208481,4840,2018-01-01,Personal,72,50000,916.67,0,2
208478,4841,2016-04-01,Housing,72,5000,79.86,0,2
208475,4842,2018-08-01,Car,36,12000,423.33,0,2
208472,4843,2018-12-01,Personal,36,25000,916.67,1,2
208469,4844,2017-05-01,Car,48,20000,529.17,0,2
208466,4845,2017-04-01,Financial,24,10000,575.0,0,3
208463,4846,2017-03-01,Housing,48,7000,167.71,0,3
208460,4847,2017-07-01,Car,48,10000,264.58,0,1
208457,4848,2017-07-01,Personal,72,15000,275.0,0,1
208454,4849,2016-04-01,Personal,48,7000,192.5,0,1
208451,4850,2016-01-01,Car,36,20000,705.56,1,1
208448,4851,2017-10-01,Personal,36,50000,1833.33,0,1
208445,4852,2017-04-01,Personal,72,7000,128.33,0,1
208442,4853,2018-03-01,Personal,72,7000,128.33,1,1
208439,4854,2018-06-01,Housing,36,7000,223.61,0,1
208436,4855,2016-04-01,Housing,60,25000,479.17,1,2
208433,4856,2017-07-01,Personal,72,10000,183.33,1,1
208430,4857,2018-06-01,Housing,36,15000,479.17,1,1
208427,4858,2016-05-01,Car,36,10000,352.78,0,1
208424,4859,2016-06-01,Financial,36,7000,268.33,1,1
208421,4860,2018-11-01,Car,36,10000,352.78,0,1
208418,4861,2016-05-01,Financial,36,15000,575.0,0,1
208415,4862,2018-11-01,Car,36,10000,352.78,1,1
208412,4863,2018-08-01,Personal,48,25000,687.5,1,1
208409,4864,2016-08-01,Housing,72,7000,111.81,3,1
208406,4865,2018-11-01,Personal,36,25000,916.67,0,1
208403,4866,2017-01-01,Car,36,30000,1058.33,0,1
208400,4867,2017-03-01,Car,48,10000,1322.92,0,2
208397,4868,2017-07-01,Car,36,15000,529.17,1,1
208394,4869,2017-04-01,Car,48,12000,317.5,0,1
208391,4870,2017-12-01,Personal,72,7000,128.33,2,1
208388,4871,2018-01-01,Financial,48,7000,201.25,2,1
208385,4872,2018-08-01,Car,48,15000,396.88,0,2
208382,4873,2016-10-01,Housing,72,10000,159.72,0,1
208379,4874,2017-01-01,Housing,60,7000,134.17,0,1
208376,4875,2016-10-01,Personal,48,4000,110.0,0,1
208373,4876,2017-11-01,Personal,72,4000,73.33,1,2
208370,4877,2018-05-01,Financial,36,12000,460.0,0,1
208367,4878,2018-10-01,Personal,36,15000,550.0,0,2
208364,4879,2016-11-01,Housing,36,25000,798.61,0,1
208361,4880,2016-07-01,Car,24,15000,793.75,2,1
208358,4881,2017-01-01,Car,36,25000,881.94,0,1
208355,4882,2016-11-01,Car,48,25000,661.46,0,1
208352,4883,2016-08-01,Car,60,7000,148.17,0,1
208349,4884,2018-03-01,Car,24,10000,529.17,1,2
208346,4885,2018-10-01,Financial,48,10000,287.5,1,1
208343,4886,2016-10-01,Car,48,10000,264.58,0,1
208340,4887,2017-04-01,Financial,60,30000,690.0,1,1
208337,4888,2017-03-01,Personal,72,15000,275.0,0,1
208334,4889,2017-11-01,Car,36,5000,176.39,0,2
208331,4890,2018-04-01,Car,36,5000,176.39,0,1
208328,4891,2018-05-01,Car,48,7000,185.21,0,1
208325,4892,2018-04-01,Car,48,15000,396.88,0,1
208322,4893,2016-05-01,Car,36,10000,352.78,0,1
208319,4894,2018-06-01,Housing,72,12000,191.67,0,1
208316,4895,2018-11-01,Housing,60,25000,479.17,1,1
208313,4896,2018-12-01,Personal,24,10000,550.0,0,1
208310,4897,2018-05-01,Personal,36,30000,1100.0,0,1
208307,4898,2018-10-01,Housing,24,5000,239.58,0,2
208304,4899,2018-05-01,Car,72,4000,70.56,0,1
208301,4900,2016-12-01,Personal,72,12000,220.0,2,2
208298,4901,2017-03-01,Financial,72,20000,383.33,0,1
208295,4902,2017-10-01,Housing,36,10000,319.44,0,1
208292,4903,2016-09-01,Housing,36,10000,319.44,0,1
208289,4904,2018-09-01,Personal,36,5000,183.33,0,4
208286,4905,2017-05-01,Personal,72,10000,183.33,0,3
208283,4906,2017-10-01,Financial,48,10000,287.5,0,2
208280,4907,2018-05-01,Personal,48,7000,192.5,1,2
208277,4908,2016-02-01,Personal,24,25000,1375.0,0,2
208274,4909,2017-12-01,Financial,72,7000,134.17,0,3
208271,4910,2016-10-01,Housing,48,7000,167.71,0,1
208268,4911,2016-09-01,Financial,60,10000,230.0,0,1
208265,4912,2017-11-01,Financial,60,15000,345.0,0,1
208262,4913,2018-07-01,Housing,72,4000,63.89,0,1
208259,4914,2017-01-01,Personal,72,7000,128.33,0,4
208256,4915,2016-02-01,Personal,36,4000,146.67,0,1
208253,4916,2016-01-01,Personal,36,10000,366.67,1,1
208250,4917,2017-05-01,Car,48,7000,185.21,1,1
208247,4918,2017-11-01,Personal,48,25000,687.5,0,1
208244,4919,2017-08-01,Financial,48,7000,201.25,0,1
208241,4920,2018-01-01,Housing,72,10000,159.72,0,1
208238,4921,2017-07-01,Financial,60,25000,575.0,0,1
208235,4922,2017-12-01,Car,36,30000,1058.33,0,1
208232,4923,2017-06-01,Personal,36,15000,550.0,1,2
208229,4924,2017-11-01,Personal,48,50000,1375.0,0,1
208226,4925,2016-04-01,Car,36,10000,352.78,0,1
208223,4926,2016-03-01,Housing,48,10000,239.58,0,1
208220,4927,2016-09-01,Financial,36,30000,1150.0,0,2
208217,4928,2018-02-01,Financial,72,10000,191.67,0,1
208214,4929,2017-02-01,Housing,48,25000,598.96,1,1
208211,4930,2018-11-01,Car,72,4000,70.56,0,1
208208,4931,2016-12-01,Car,72,10000,176.39,1,1
208205,4932,2016-03-01,Financial,48,10000,287.5,0,1
208202,4933,2016-10-01,Financial,36,10000,383.33,0,1
208199,4934,2017-12-01,Car,48,12000,317.5,0,1
208196,4935,2018-07-01,Personal,48,10000,275.0,0,1
208193,4936,2018-07-01,Personal,48,7000,192.5,0,1
208190,4937,2016-07-01,Personal,48,25000,687.5,0,1
208187,4938,2017-01-01,Personal,36,15000,550.0,0,1
208184,4939,2018-02-01,Financial,60,10000,230.0,0,1
208181,4940,2018-09-01,Financial,72,10000,230.0,0,2
208178,4941,2018-05-01,Personal,48,10000,412.5,1,1
208175,4942,2018-09-01,Personal,48,12000,330.0,0,1
208172,4943,2018-10-01,Housing,72,15000,239.58,0,1
208169,4944,2018-02-01,Car,36,30000,1058.33,0,1
208166,4945,2018-06-01,Personal,36,25000,916.67,0,1
208163,4946,2016-01-01,Housing,72,7000,111.81,0,1
208160,4947,2017-09-01,Personal,48,10000,275.0,0,1
208157,4948,2017-07-01,Car,36,10000,705.56,0,1
208154,4949,2016-02-01,Housing,72,2000,63.89,0,1
208151,4950,2017-11-01,Car,72,10000,176.39,0,2
208148,4951,2017-09-01,Personal,36,12000,440.0,0,2
208145,4952,2017-03-01,Housing,24,5000,239.58,0,1
208142,4953,2017-07-01,Car,72,7000,123.47,0,1
208139,4954,2016-08-01,Personal,72,10000,183.33,0,1
208136,4955,2016-08-01,Housing,48,7000,167.71,1,2
208133,4956,2018-10-01,Personal,36,7000,256.67,1,1
208130,4957,2017-05-01,Car,36,7000,246.94,0,1
208127,4958,2016-01-01,Personal,36,15000,550.0,2,1
208124,4959,2016-09-01,Car,60,10000,211.67,1,1
208121,4960,2017-08-01,Personal,72,10000,183.33,1,1
208118,4961,2018-09-01,Personal,48,7000,192.5,1,1
208115,4962,2017-10-01,Car,48,15000,396.88,1,1
208112,4963,2016-04-01,Car,36,30000,1058.33,0,1
208109,4964,2017-01-01,Car,36,5000,176.39,0,1
208106,4965,2018-03-01,Personal,36,7000,256.67,0,1
208103,4966,2016-12-01,Personal,72,15000,275.0,0,1
208100,4967,2017-01-01,Financial,36,10000,383.33,2,1
208097,4968,2016-01-01,Personal,48,25000,687.5,1,4
208094,4969,2016-03-01,Car,36,12000,423.33,0,2
208091,4970,2016-11-01,Car,36,10000,352.78,0,1
208088,4971,2017-03-01,Car,48,4000,105.83,0,1
208085,4972,2018-04-01,Personal,24,10000,550.0,0,2
208082,4973,2017-07-01,Personal,60,20000,440.0,0,1
208079,4974,2017-05-01,Car,36,5000,176.39,0,2
208076,4975,2017-03-01,Car,48,10000,264.58,0,1
208073,4976,2016-04-01,Personal,24,7000,385.0,0,2
208070,4977,2016-08-01,Personal,72,7000,128.33,2,2
208067,4978,2017-10-01,Housing,72,15000,239.58,0,1
208064,4979,2017-11-01,Personal,72,7000,128.33,1,1
208061,4980,2016-02-01,Personal,36,15000,550.0,0,3
208058,4981,2017-11-01,Car,24,25000,1322.92,0,1
208055,4982,2018-08-01,Car,48,30000,793.75,0,1
208052,4983,2018-10-01,Personal,72,5000,91.67,1,1
208049,4984,2016-04-01,Financial,48,10000,287.5,0,1
208046,4985,2016-01-01,Housing,24,10000,958.33,3,1
208043,4986,2017-06-01,Housing,36,12000,383.33,0,1
208040,4987,2018-01-01,Housing,72,50000,798.61,0,2
208037,4988,2017-07-01,Personal,36,15000,550.0,0,3
208034,4989,2017-02-01,Car,72,12000,211.67,0,1
208031,4990,2018-06-01,Personal,36,15000,550.0,0,1
208028,4991,2016-03-01,Financial,36,12000,460.0,2,1
208025,4992,2018-10-01,Financial,24,7000,402.5,0,2
208022,4993,2018-01-01,Personal,72,7000,128.33,0,1
208019,4994,2017-07-01,Financial,60,10000,230.0,1,2
208016,4995,2018-09-01,Personal,36,15000,550.0,0,1
208013,4996,2017-03-01,Housing,60,10000,287.5,0,1
208010,4997,2017-02-01,Personal,48,10000,275.0,0,1
208007,4998,2016-07-01,Personal,48,25000,687.5,1,3
208004,4999,2018-01-01,Personal,72,10000,183.33,0,1
208001,5000,2018-10-01,Financial,36,7000,268.33,0,1
